Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
"Argentina de Glria ""Tina"" Paulino",F,19.0,166.0,61.0,Mozambique,1992,Athletics Women's 400 meters,
Jelica Pavlii (-tefani),F,22.0,176.0,64.0,Yugoslavia,1976,Athletics Women's 400 meters,
Marita Arthur Payne Wiggins,F,23.0,173.0,57.0,Canada,1984,Athletics Women's 400 meters,
Marita Arthur Payne Wiggins,F,27.0,173.0,57.0,Canada,1988,Athletics Women's 400 meters,
Nataliya Aleksandrovna Pechonkina-Chistyakova (Burda-),F,22.0,176.0,63.0,Soviet Union,1968,Athletics Women's 400 meters,Bronze
Nataliya Aleksandrovna Pechonkina-Chistyakova (Burda-),F,26.0,176.0,63.0,Soviet Union,1972,Athletics Women's 400 meters,
Aurelia Catalina Pentn Conde,F,27.0,169.0,55.0,Cuba,1968,Athletics Women's 400 meters,
Aurelia Catalina Pentn Conde,F,31.0,169.0,55.0,Cuba,1972,Athletics Women's 400 meters,
Marie-Jos Juliana Prec (Hontas-),F,24.0,180.0,60.0,France,1992,Athletics Women's 400 meters,Gold
Marie-Jos Juliana Prec (Hontas-),F,28.0,180.0,60.0,France,1996,Athletics Women's 400 meters,Gold
Kristina Perica,F,20.0,174.0,59.0,Croatia,2000,Athletics Women's 400 meters,
"Nova Maree Peris-Kneebone (-Batman, -Appleton)",F,29.0,170.0,56.0,Australia,2000,Athletics Women's 400 meters,
Barbara Petrhn,F,21.0,170.0,56.0,Hungary,2000,Athletics Women's 400 meters,
Barbara Petrhn,F,29.0,170.0,56.0,Hungary,2008,Athletics Women's 400 meters,
Prisca Philip (-Polzine),F,24.0,,,Barbados,1992,Athletics Women's 400 meters,
Danuta Zdzisawa Piecyk,F,21.0,179.0,63.0,Poland,1972,Athletics Women's 400 meters,
Noodang Pimpol,F,23.0,162.0,50.0,Thailand,1992,Athletics Women's 400 meters,
Yelena Vitalyevna Piskunova,F,20.0,173.0,62.0,Uzbekistan,2000,Athletics Women's 400 meters,
Rene Elise Poetschka,F,21.0,174.0,56.0,Australia,1992,Athletics Women's 400 meters,
Rene Elise Poetschka,F,25.0,174.0,56.0,Australia,1996,Athletics Women's 400 meters,
Aliann Tabitha Omalara Pompey,F,22.0,168.0,55.0,Guyana,2000,Athletics Women's 400 meters,
Aliann Tabitha Omalara Pompey,F,26.0,168.0,55.0,Guyana,2004,Athletics Women's 400 meters,
Aliann Tabitha Omalara Pompey,F,30.0,168.0,55.0,Guyana,2008,Athletics Women's 400 meters,
Aliann Tabitha Omalara Pompey,F,34.0,168.0,55.0,Guyana,2012,Athletics Women's 400 meters,
Tiandra Tamika Ponteen,F,19.0,168.0,55.0,Saint Kitts and Nevis,2004,Athletics Women's 400 meters,
Tiandra Tamika Ponteen,F,23.0,168.0,55.0,Saint Kitts and Nevis,2008,Athletics Women's 400 meters,
Svetlana Pospelova,F,20.0,170.0,60.0,Russia,2000,Athletics Women's 400 meters,
Michelle Probert-Scutt,F,20.0,170.0,56.0,Great Britain,1980,Athletics Women's 400 meters,
Michelle Probert-Scutt,F,24.0,170.0,56.0,Great Britain,1984,Athletics Women's 400 meters,
Grayna Prokopek-Janacek,F,27.0,168.0,56.0,Poland,2004,Athletics Women's 400 meters,
Iveta Putalov,F,28.0,173.0,60.0,Slovakia,2016,Athletics Women's 400 meters,
Nataliya Serhivna Pyhyda,F,31.0,170.0,58.0,Ukraine,2012,Athletics Women's 400 meters,
"Mailvaganam ""Mary"" Rajamani",F,20.0,179.0,62.0,Malaysia,1964,Athletics Women's 400 meters,
Ramazangiin Aldaa-nysh,F,18.0,171.0,51.0,Mongolia,1964,Athletics Women's 400 meters,
"Catherine Ann ""Cathy"" Rattray-Williams (-Samuel)",F,20.0,160.0,52.0,Jamaica,1984,Athletics Women's 400 meters,
"Catherine Ann ""Cathy"" Rattray-Williams (-Samuel)",F,25.0,160.0,52.0,Jamaica,1988,Athletics Women's 400 meters,
Bianca Denisa Rzor,F,17.0,170.0,59.0,Romania,2012,Athletics Women's 400 meters,
Bianca Denisa Rzor,F,21.0,170.0,59.0,Romania,2016,Athletics Women's 400 meters,
Hazel-Ann Regis,F,19.0,157.0,64.0,Grenada,2000,Athletics Women's 400 meters,
Hazel-Ann Regis,F,23.0,157.0,64.0,Grenada,2004,Athletics Women's 400 meters,
Charlene Louise Rendina (Neighbour-),F,24.0,162.0,54.0,Australia,1972,Athletics Women's 400 meters,
Ximena Restrepo Gaviria,F,23.0,175.0,58.0,Colombia,1992,Athletics Women's 400 meters,Bronze
Ximena Restrepo Gaviria,F,27.0,175.0,58.0,Colombia,1996,Athletics Women's 400 meters,
"Alexandra Angela ""Sandie"" Richards",F,19.0,175.0,67.0,Jamaica,1988,Athletics Women's 400 meters,
"Alexandra Angela ""Sandie"" Richards",F,23.0,175.0,67.0,Jamaica,1992,Athletics Women's 400 meters,
"Alexandra Angela ""Sandie"" Richards",F,27.0,175.0,67.0,Jamaica,1996,Athletics Women's 400 meters,
"Alexandra Angela ""Sandie"" Richards",F,31.0,175.0,67.0,Jamaica,2000,Athletics Women's 400 meters,
Sanya Richards-Ross,F,19.0,173.0,62.0,United States,2004,Athletics Women's 400 meters,
Sanya Richards-Ross,F,23.0,173.0,62.0,United States,2008,Athletics Women's 400 meters,Bronze
Sanya Richards-Ross,F,27.0,173.0,62.0,United States,2012,Athletics Women's 400 meters,Gold
"Jillian Cheryl ""Jill"" Richardson-Briscoe",F,23.0,172.0,59.0,Canada,1988,Athletics Women's 400 meters,
"Jillian Cheryl ""Jill"" Richardson-Briscoe",F,27.0,172.0,59.0,Canada,1992,Athletics Women's 400 meters,
Hristina Risteska,F,20.0,168.0,60.0,Macedonia,2012,Athletics Women's 400 meters,
Helen Ritter,F,18.0,158.0,47.0,Liechtenstein,1976,Athletics Women's 400 meters,
Elsy Rivas,F,23.0,166.0,60.0,Colombia,1972,Athletics Women's 400 meters,
Jean Antoinette Robotham Gourzong,F,24.0,155.0,51.0,Costa Rica,1968,Athletics Women's 400 meters,
Carol Ann Rodrguez Taylor,F,22.0,175.0,65.0,Puerto Rico,2008,Athletics Women's 400 meters,
Carol Ann Rodrguez Taylor,F,26.0,175.0,65.0,Puerto Rico,2012,Athletics Women's 400 meters,
Janette Veronica Roscoe (Champion-),F,26.0,169.0,56.0,Great Britain,1972,Athletics Women's 400 meters,
Shermaine Ross,F,20.0,,,Grenada,1992,Athletics Women's 400 meters,
Allison Joan Ross-Edwards (-Hodgson),F,19.0,175.0,62.0,Australia,1972,Athletics Women's 400 meters,
Erica Rossi,F,24.0,178.0,61.0,Italy,1980,Athletics Women's 400 meters,
Erica Rossi,F,28.0,178.0,61.0,Italy,1984,Athletics Women's 400 meters,
"Anneliese ""Annie"" Rubie",F,24.0,171.0,58.0,Australia,2016,Athletics Women's 400 meters,
Anja Rcker,F,19.0,174.0,58.0,Germany,1992,Athletics Women's 400 meters,
Anette Rckes (-Vater-Hlsdnker),F,20.0,177.0,64.0,West Germany,1972,Athletics Women's 400 meters,
Otilia Silvia Ruicu (-Esanu),F,22.0,172.0,52.0,Romania,2000,Athletics Women's 400 meters,
Olena Rurak,F,24.0,168.0,58.0,Ukraine,1996,Athletics Women's 400 meters,
Olena Rurak,F,28.0,168.0,58.0,Ukraine,2000,Athletics Women's 400 meters,
"Geertruida Hendrika ""Trudy"" Ruth (-Wunderink)",F,22.0,172.0,59.0,Netherlands,1972,Athletics Women's 400 meters,
Yelena Ivanovna Ruzina (Rykunova-),F,28.0,173.0,58.0,Unified Team,1992,Athletics Women's 400 meters,
Joyce Sadowick-Yakubowich,F,19.0,171.0,56.0,Canada,1972,Athletics Women's 400 meters,
Joyce Sadowick-Yakubowich,F,23.0,171.0,56.0,Canada,1976,Athletics Women's 400 meters,
Pnar Saka,F,26.0,163.0,54.0,Turkey,2012,Athletics Women's 400 meters,
Joy Nakhumicha Sakari,F,26.0,170.0,60.0,Kenya,2012,Athletics Women's 400 meters,
Tamara Salaki,F,27.0,165.0,54.0,Serbia,2016,Athletics Women's 400 meters,
Riitta Liisa Salin (Hagman-),F,25.0,175.0,58.0,Finland,1976,Athletics Women's 400 meters,
Maria Samungi (-Tatar),F,29.0,166.0,58.0,Romania,1980,Athletics Women's 400 meters,
Raysa Melany Snchez Alvarez,F,24.0,178.0,61.0,Dominican Republic,2012,Athletics Women's 400 meters,
Nicola Clare Sanders,F,26.0,171.0,57.0,Great Britain,2008,Athletics Women's 400 meters,
Kamaljit Kaur Sandhu (-Kooner),F,24.0,168.0,60.0,India,1972,Athletics Women's 400 meters,
"Debora Elaine ""Debra"" Sapenter (-Speight, -Christopher)",F,24.0,170.0,52.0,United States,1976,Athletics Women's 400 meters,
May Wafic Sardouk,F,25.0,173.0,60.0,Lebanon,1988,Athletics Women's 400 meters,
Yvonne Saunders (-Mondesire),F,20.0,165.0,54.0,Jamaica,1972,Athletics Women's 400 meters,
Gertrud Schmidt (-Lohse),F,22.0,162.0,58.0,Germany,1964,Athletics Women's 400 meters,
Heike Schulte-Mattler (Schmidt-),F,26.0,170.0,54.0,West Germany,1984,Athletics Women's 400 meters,
Jarvis Lavonne Scott (-Jones),F,21.0,174.0,53.0,United States,1968,Athletics Women's 400 meters,
Helga Seidler (Fischer-),F,23.0,166.0,55.0,East Germany,1972,Athletics Women's 400 meters,
Rachidatou Seini Maikido,F,19.0,,,Niger,2008,Athletics Women's 400 meters,
Barbara A. Selkridge (-Abbey),F,17.0,175.0,59.0,Antigua and Barbuda,1988,Athletics Women's 400 meters,
Heide Seerling (-Quinn),F,24.0,168.0,55.0,South Africa,2000,Athletics Women's 400 meters,
Klodiana Shala,F,21.0,168.0,52.0,Albania,2000,Athletics Women's 400 meters,
Klodiana Shala,F,28.0,168.0,52.0,Albania,2008,Athletics Women's 400 meters,
Nirmala Sheoran,F,21.0,,,India,2016,Athletics Women's 400 meters,
Channa Shezifi (-Zadik),F,24.0,157.0,49.0,Israel,1968,Athletics Women's 400 meters,
Karen Shinkins (-Doyle),F,23.0,163.0,53.0,Ireland,2000,Athletics Women's 400 meters,
Corinne Simasotchi,F,25.0,170.0,57.0,Switzerland,1996,Athletics Women's 400 meters,
Nathalie Simon (-Chevallier),F,26.0,171.0,59.0,France,1988,Athletics Women's 400 meters,
Janet Mary Simpson (-Clerc),F,24.0,166.0,65.0,Great Britain,1968,Athletics Women's 400 meters,
Janet Mary Simpson (-Clerc),F,27.0,166.0,65.0,Great Britain,1972,Athletics Women's 400 meters,
"Ambwene ""Amber"" Simukonda",F,28.0,170.0,70.0,Malawi,2012,Athletics Women's 400 meters,
Josephine Mary Singarayar,F,21.0,168.0,50.0,Malaysia,1988,Athletics Women's 400 meters,
Eva Ann-Louise Skoglund,F,18.0,174.0,58.0,Sweden,1980,Athletics Women's 400 meters,
"Kathryn Jane ""Kathy"" Smallwood-Cook",F,24.0,180.0,64.0,Great Britain,1984,Athletics Women's 400 meters,Bronze
Linda Janell Smith (-Carson),F,17.0,169.0,57.0,United States,1964,Athletics Women's 400 meters,
Phylis J. Smith (-Watt),F,26.0,169.0,62.0,Great Britain,1992,Athletics Women's 400 meters,
Phylis J. Smith (-Watt),F,30.0,169.0,62.0,Great Britain,1996,Athletics Women's 400 meters,
Nataliya Dmitriyevna Sokolova (Kulichkova-),F,26.0,164.0,55.0,Soviet Union,1976,Athletics Women's 400 meters,
Jacqueline Mercedes Solz Inturias,F,27.0,162.0,50.0,Bolivia,1992,Athletics Women's 400 meters,
Joelma das Neves Sousa,F,28.0,172.0,49.0,Brazil,2012,Athletics Women's 400 meters,
Ruth Sophia Spelmeyer,F,25.0,173.0,59.0,Germany,2016,Athletics Women's 400 meters,
Patrizia Spuri (-Donato),F,23.0,170.0,60.0,Italy,1996,Athletics Women's 400 meters,
Reawadee Srithoa (-Watanasin),F,15.0,167.0,59.0,Thailand,1984,Athletics Women's 400 meters,
Rositsa Shyanova Stamenova (-Khristova),F,25.0,167.0,53.0,Bulgaria,1980,Athletics Women's 400 meters,
Rochelle Stevens,F,25.0,173.0,58.0,United States,1992,Athletics Women's 400 meters,
Zoila Rosa Stewart Lee,F,23.0,165.0,53.0,Costa Rica,1992,Athletics Women's 400 meters,
Zoila Rosa Stewart Lee,F,27.0,165.0,53.0,Costa Rica,1996,Athletics Women's 400 meters,
Melissa Natasha Straker-Taylor,F,20.0,181.0,71.0,Barbados,1996,Athletics Women's 400 meters,
Eivor Mona-Lisa Strandvall-Pursiainen,F,21.0,170.0,57.0,Finland,1972,Athletics Women's 400 meters,
Yolande Patricia Straughn (-Phillips),F,20.0,155.0,50.0,Barbados,1988,Athletics Women's 400 meters,
"Margaret ""Marg"" Stride (McGowen-)",F,21.0,167.0,61.0,Canada,1976,Athletics Women's 400 meters,
Ellen Strophal-Streidt (-Wendland-),F,23.0,168.0,55.0,East Germany,1976,Athletics Women's 400 meters,Bronze
Esther Stroy (-Fair),F,15.0,160.0,48.0,United States,1968,Athletics Women's 400 meters,
Sun Sumei,F,19.0,170.0,58.0,China,1988,Athletics Women's 400 meters,
Justyna wity,F,23.0,165.0,57.0,Poland,2016,Athletics Women's 400 meters,
Maria Sykora,F,25.0,172.0,62.0,Austria,1972,Athletics Women's 400 meters,
Olga Pavlovna Syrovatskaya-Mineyeva,F,19.0,176.0,58.0,Soviet Union,1972,Athletics Women's 400 meters,
Irena Szewiska-Kirszenstein,F,30.0,176.0,60.0,Poland,1976,Athletics Women's 400 meters,Gold
Irena Szewiska-Kirszenstein,F,34.0,176.0,60.0,Poland,1980,Athletics Women's 400 meters,
Emma Tahapari,F,23.0,160.0,50.0,Indonesia,1984,Athletics Women's 400 meters,
Assatou Tandian (-Ndiaye),F,22.0,172.0,68.0,Senegal,1988,Athletics Women's 400 meters,
Assatou Tandian (-Ndiaye),F,25.0,172.0,68.0,Senegal,1992,Athletics Women's 400 meters,
Susie Tanfo,F,23.0,166.0,62.0,Cameroon,1992,Athletics Women's 400 meters,
Asami Tanno (-Chiba),F,22.0,162.0,49.0,Japan,2008,Athletics Women's 400 meters,
Elena Tr (-Lina),F,25.0,170.0,57.0,Romania,1980,Athletics Women's 400 meters,
Gladys Taylor (-McCormack-Bird),F,23.0,175.0,62.0,Great Britain,1976,Athletics Women's 400 meters,
Olga Alekseyevna Tereshkova,F,23.0,171.0,60.0,Kazakhstan,2008,Athletics Women's 400 meters,
Indira Terrero Letuce,F,22.0,161.0,52.0,Cuba,2008,Athletics Women's 400 meters,
Amy Mback Thiam,F,23.0,183.0,80.0,Senegal,2000,Athletics Women's 400 meters,
Amy Mback Thiam,F,27.0,183.0,80.0,Senegal,2004,Athletics Women's 400 meters,
Amy Mback Thiam,F,35.0,183.0,80.0,Senegal,2012,Athletics Women's 400 meters,
Sandrine Thibaud-Kangni,F,28.0,176.0,65.0,Togo,2004,Athletics Women's 400 meters,
Sandrine Thibaud-Kangni,F,32.0,176.0,65.0,Togo,2008,Athletics Women's 400 meters,
Ute Thimm (Finger-),F,26.0,167.0,54.0,West Germany,1984,Athletics Women's 400 meters,
Ute Thimm (Finger-),F,30.0,167.0,54.0,West Germany,1988,Athletics Women's 400 meters,
Tsholofelo Thipe (Selemela-),F,21.0,153.0,55.0,South Africa,2008,Athletics Women's 400 meters,
Tsholofelo Thipe (Selemela-),F,29.0,153.0,55.0,South Africa,2016,Athletics Women's 400 meters,
Trn Th Ngc Anh,F,22.0,161.0,52.0,Vietnam,1980,Athletics Women's 400 meters,
"De'Hashia Tonnek ""DeeDee"" Trotter",F,21.0,178.0,64.0,United States,2004,Athletics Women's 400 meters,
"De'Hashia Tonnek ""DeeDee"" Trotter",F,25.0,178.0,64.0,United States,2008,Athletics Women's 400 meters,
"De'Hashia Tonnek ""DeeDee"" Trotter",F,29.0,178.0,64.0,United States,2012,Athletics Women's 400 meters,Bronze
Carmen Mnica Truste Lee,F,24.0,162.0,52.0,Cuba,1972,Athletics Women's 400 meters,
Egle Uljas,F,19.0,174.0,55.0,Estonia,2004,Athletics Women's 400 meters,
Svetlana Viktorovna Usovich,F,23.0,164.0,55.0,Belarus,2004,Athletics Women's 400 meters,
Svetlana Viktorovna Usovich,F,31.0,164.0,55.0,Belarus,2012,Athletics Women's 400 meters,
"Hermina Johanna ""Mirna"" van der Hoeven-Jansen",F,20.0,175.0,63.0,Netherlands,1968,Athletics Women's 400 meters,
"Mathilda Catrina ""Tilly"" van der Made-van der Zwaard",F,26.0,168.0,55.0,Netherlands,1964,Athletics Women's 400 meters,
Yvonne van Dorp,F,22.0,175.0,60.0,Netherlands,1988,Athletics Women's 400 meters,
Eirini Vasileiou,F,26.0,169.0,58.0,Greece,2016,Athletics Women's 400 meters,
Kehinde Vaughan,F,18.0,175.0,55.0,Nigeria,1980,Athletics Women's 400 meters,
Ingrda Verbele (-Barkne),F,20.0,186.0,70.0,Soviet Union,1968,Athletics Women's 400 meters,
Josefa Vicent Riesgo,F,18.0,163.0,58.0,Uruguay,1968,Athletics Women's 400 meters,
Josefa Vicent Riesgo,F,22.0,163.0,58.0,Uruguay,1972,Athletics Women's 400 meters,
Ruth Waithera,F,25.0,168.0,61.0,Kenya,1984,Athletics Women's 400 meters,
Rosine Wallez,F,19.0,174.0,58.0,Belgium,1976,Athletics Women's 400 meters,
Rosine Wallez,F,23.0,174.0,58.0,Belgium,1980,Athletics Women's 400 meters,
Karin Elisabeth Wallgren-Lundgren,F,24.0,166.0,56.0,Sweden,1968,Athletics Women's 400 meters,
Karin Elisabeth Wallgren-Lundgren,F,28.0,166.0,56.0,Sweden,1972,Athletics Women's 400 meters,
Marlena Hilari Wesh,F,21.0,167.0,,Haiti,2012,Athletics Women's 400 meters,
Rosemarie Whyte,F,21.0,174.0,65.0,Jamaica,2008,Athletics Women's 400 meters,
Rosemarie Whyte,F,25.0,174.0,65.0,Jamaica,2012,Athletics Women's 400 meters,
Claudine Venice Williams,F,16.0,175.0,62.0,Jamaica,1992,Athletics Women's 400 meters,
Foy Williams,F,27.0,170.0,59.0,Canada,2000,Athletics Women's 400 meters,
Shericka Nicola Williams,F,22.0,170.0,64.0,Jamaica,2008,Athletics Women's 400 meters,Silver
Tonique Williams-Darling,F,24.0,168.0,59.0,Bahamas,2000,Athletics Women's 400 meters,
Tonique Williams-Darling,F,28.0,168.0,59.0,Bahamas,2004,Athletics Women's 400 meters,Gold
Novlene Hilaire Williams-Mills,F,22.0,168.0,57.0,Jamaica,2004,Athletics Women's 400 meters,
Novlene Hilaire Williams-Mills,F,26.0,168.0,57.0,Jamaica,2008,Athletics Women's 400 meters,
Novlene Hilaire Williams-Mills,F,30.0,168.0,57.0,Jamaica,2012,Athletics Women's 400 meters,
Ruth Williams-Simpson,F,22.0,175.0,61.0,Jamaica,1972,Athletics Women's 400 meters,
Ruth Williams-Simpson,F,26.0,175.0,61.0,Jamaica,1976,Athletics Women's 400 meters,
Ruth Williams-Simpson,F,30.0,175.0,61.0,Jamaica,1980,Athletics Women's 400 meters,
Airi Pirjo Maritta Wilmi-Hggman (-Rokkanen),F,25.0,165.0,55.5,Finland,1976,Athletics Women's 400 meters,
Airi Pirjo Maritta Wilmi-Hggman (-Rokkanen),F,29.0,165.0,55.5,Finland,1980,Athletics Women's 400 meters,
Mary Wineberg (Danner-),F,28.0,178.0,62.0,United States,2008,Athletics Women's 400 meters,
Estie Wittstock,F,23.0,172.0,61.0,South Africa,2004,Athletics Women's 400 meters,
Patrycja Wyciszkiewicz,F,22.0,173.0,58.0,Poland,2016,Athletics Women's 400 meters,
Ingrid Yahoska Narvaez,F,18.0,,48.0,Nicaragua,2012,Athletics Women's 400 meters,
Yang Gyeong-Hui,F,17.0,166.0,53.0,South Korea,1988,Athletics Women's 400 meters,
Antonina Oleksandrivna Yefremova,F,23.0,176.0,60.0,Ukraine,2004,Athletics Women's 400 meters,
Antonina Oleksandrivna Yefremova,F,27.0,176.0,60.0,Ukraine,2008,Athletics Women's 400 meters,
Fatima Yusuf-Olukoju,F,25.0,170.0,58.0,Nigeria,1996,Athletics Women's 400 meters,
Monika Zehrt (-Landgraf),F,19.0,168.0,56.0,East Germany,1972,Athletics Women's 400 meters,Gold
Olha Mykolayivna Zemliak,F,26.0,165.0,57.0,Ukraine,2016,Athletics Women's 400 meters,
Boena Zientarska (-Markiewicz),F,19.0,165.0,58.0,Poland,1972,Athletics Women's 400 meters,
Nina Anatolivna Ziuskova,F,28.0,180.0,67.0,Soviet Union,1980,Athletics Women's 400 meters,
Marina ivkovi (Filipovi-),F,25.0,174.0,57.0,Serbia and Montenegro,1996,Athletics Women's 400 meters,
